,movie_id,title,tags
19,122917,The Hobbit: The Battle of the Five Armies,"action adventur fantasi corrupt elv dwarv orc middle-earth(tolkien) hobbit dragon battl unlikelyfriendship epicbattl swordandsorceri martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn peterjackson immedi after the event of the desol of smaug, bilbo and the dwarv tri to defend erebor' mountain of treasur from other who claim it: the men of the ruin laketown and the elv of mirkwood. meanwhil an armi of orc led by azog the defil is march on erebor, fuel by the rise of the dark lord sauron. dwarves, elv and men must unite, and the hope for middle-earth fall into bilbo' hands. thehobbit:thebattleofthefivearmi wit the defin chapter of the middle-earth saga"
20,1930,The Amazing Spider-Man,"action adventur fantasi lossoffath vigilant serum marvelcom scientificexperi spiderbit maskedvigilant reboot superpow geneticengin socialoutcast duringcreditssting andrewgarfield emmaston rhysifan denisleari campbellscott irrfankhan martinsheen sallyfield maxcharl chriszylka marcwebb peter parker is an outcast high schooler abandon by hi parent as a boy, leav him to be rais by hi uncl ben and aunt may. like most teenagers, peter is tri to figur out who he is and how he got to be the person he is today. as peter discov a mysteri briefcas that belong to hi father, he begin a quest to understand hi parents' disappear – lead him directli to oscorp and the lab of dr. curt connors, hi father' former partner. as spider-man is set on a collis cours with connors' alter ego, the lizard, peter will make life-alt choic to use hi power and shape hi destini to becom a hero. theamazingspider-man the untold stori begins."
21,20662,Robin Hood,"action adventur robinhood archer knight sherwoodforest bowandarrow middleag mediev kingofengland russellcrow cateblanchett maxvonsydow williamhurt markstrong oscarisaac dannyhuston eileenatkin markaddi matthewmacfadyen ridleyscott when soldier robin happen upon the die robert of loxley, he promis to return the man' sword to hi famili in nottingham. there, he assum robert' identity; romanc hi widow, marion; and draw the ire of the town' sheriff and king john' henchman, godfrey. robinhood rise and rise again, until lamb becom lions."
22,57158,The Hobbit: The Desolation of Smaug,"adventur fantasi elv dwarv orc hobbit dragon wizard swordandsorceri martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn peterjackson the dwarves, bilbo and gandalf have success escap the misti mountains, and bilbo ha gain the one ring. they all continu their journey to get their gold back from the dragon, smaug. thehobbit:thedesolationofsmaug beyond darkness... beyond desolation... lie the greatest danger of all."
23,2268,The Golden Compass,"adventur fantasi england compass experi lordship uncl polarbear orphan anim basedonyoungadultnovel dakotabluerichard nicolekidman danielcraig samelliott evagreen freddiehighmor ianmckellen benwalk ianmcshan kristinscottthoma chrisweitz after overhear a shock secret, precoci orphan lyra belacqua trade her carefre exist roam the hall of jordan colleg for an otherworldli adventur in the far north, unawar that it' part of her destiny. thegoldencompass there are world beyond our own - the compass will show the way."
25,597,Titanic,"drama romanc thriller shipwreck iceberg ship panic titan oceanlin epic richwoman-poorman love disast tragiclov classdiffer imax starcrossedlov steerag salvag richsnob 3d 1910 katewinslet leonardodicaprio francesfish billyzan kathyb gloriastuart billpaxton bernardhil davidwarn victorgarb jamescameron 84 year later, a 101-year-old woman name rose dewitt bukat tell the stori to her granddaught lizzi calvert, brock lovett, lewi bodine, bobbi buell and anatoli mikailavich on the keldysh about her life set in april 10th 1912, on a ship call titan when young rose board the depart ship with the upper-class passeng and her mother, ruth dewitt bukater, and her fiancé, caledon hockley. meanwhile, a drifter and artist name jack dawson and hi best friend fabrizio de rossi win third-class ticket to the ship in a game. and she explain the whole stori from departur until the death of titan on it first and last voyag april 15th, 1912 at 2:20 in the morning. titan noth on earth could come between them."
26,271110,Captain America: Civil War,"adventur action sciencefict civilwar war marvelcom sequel superhero basedoncomicbook imax aftercreditssting duringcreditssting marvelcinematicunivers 3d chrisevan robertdowneyjr. scarlettjohansson sebastianstan anthonymacki doncheadl jeremyrenn chadwickboseman paulbettani elizabetholsen anthonyrusso follow the event of age of ultron, the collect govern of the world pass an act design to regul all superhuman activity. thi polar opinion amongst the avengers, caus two faction to side with iron man or captain america, which caus an epic battl between former allies. captainamerica:civilwar divid we fall"
28,135397,Jurassic World,"action adventur sciencefict thriller monster dna tyrannosaurusrex velociraptor island sequel suspens disast escap dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan vincentd'onofrio nickrobinson tysimpkin jakejohnson omarsi bdwong judygr colintrevorrow twenty-two year after the event of jurass park, isla nublar now featur a fulli function dinosaur theme park, jurass world, as origin envis by john hammond. jurassicworld the park is open."
29,37724,Skyfall,"action adventur thriller spi secretag sociopath killer artgalleri britishsecretservic istanbulturkey imax uzi boobytrap impersonatingapoliceoffic macao danielcraig judidench javierbardem ralphfienn naomieharri bérénicemarloh albertfinney benwhishaw rorykinnear olarapac sammend when bond' latest assign goe grave wrong and agent around the world are exposed, mi6 is attack forc m to reloc the agency. these event caus her author and posit to be challeng by gareth mallory, the new chairman of the intellig and secur committee. with mi6 now compromis from both insid and out, m is left with one alli she can trust: bond. 007 take to the shadow - aid onli by field agent, eve - follow a trail to the mysteri silva, whose lethal and hidden motiv have yet to reveal themselves. skyfal think on your sins."
30,558,Spider-Man 2,"action adventur fantasi dualident loveofone'slif pizzaboy marvelcom sequel superhero doctor scientist tentacl death supervillain tobeymaguir kirstendunst jamesfranco alfredmolina rosemaryharri donnamurphi j.k.simmon danielgilli dylanbak willemdafo samraimi peter parker is go through a major ident crisis. burn out from be spider-man, he decid to shelv hi superhero alter ego, which leav the citi suffer in the wake of carnag left by the evil doc ock. in the meantime, parker still can't act on hi feel for mari jane watson, a girl he' love sinc childhood. spider-man2 there' a hero in all of us."
31,68721,Iron Man 3,"action adventur sciencefict terrorist waronterror tennesse malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers mandarin 3d warmachin ironpatriot extremi robertdowneyjr. gwynethpaltrow doncheadl guypearc rebeccahal jonfavreau benkingsley jamesbadgedal stephanieszostak paulbettani shaneblack when toni stark' world is torn apart by a formid terrorist call the mandarin, he start an odyssey of rebuild and retribution. ironman3 unleash the power behind the armor."
32,12155,Alice in Wonderland,"famili fantasi adventur basedonnovel fictionalplac queen fantasi aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway helenabonhamcart crispinglov martoncsoka lindsayduncan mattluca geraldinejam timpigott-smith timburton alice, an unpretenti and individu 19-year-old, is betroth to a dunc of an english nobleman. at her engag party, she escap the crowd to consid whether to go through with the marriag and fall down a hole in the garden after spot an unusu rabbit. arriv in a strang and surreal place call 'underland,' she find herself in a world that resembl the nightmar she had as a child, fill with talk animals, villain queen and knights, and frumiou bandersnatches. alic realiz that she is there for a reason – to conquer the horrif jabberwocki and restor the right queen to her throne. aliceinwonderland you'r invit to a veri import date."
35,8373,Transformers: Revenge of the Fallen,"sciencefict action adventur egypt sun chao symbol artifact transform tank robot imax duringcreditssting shialabeouf meganfox joshduhamel rainnwilson tyresegibson johnturturro kevindunn juliewhit ramónrodríguez isabelluca michaelbay sam witwicki leav the autobot behind for a normal life. but when hi mind is fill with cryptic symbols, the decepticon target him and he is drag back into the transformers' war. transformers:revengeofthefallen reveng is coming."
36,91314,Transformers: Age of Extinction,"sciencefict action adventur sequel alien transform giantrobot robot imax transformingrobot markwahlberg stanleytucci kelseygramm nicolapeltz jackreynor tituswelliv sophiamyl libingb t.j.miller jamesbachman michaelbay as human pick up the pieces, follow the conclus of ""transformers: dark of the moon,"" autobot and decepticon have all but vanish from the face of the planet. however, a group of powerful, ingeni businessman and scientist attempt to learn from past transform incurs and push the boundari of technolog beyond what they can control - all while an ancient, power transform menac set earth in hi cross-hairs. transformers:ageofextinct thi is not war. it' extinction."
37,68728,Oz: The Great and Powerful,"fantasi adventur famili circu witch magic hope illus lost magictrick wizard 3d jamesfranco milakuni rachelweisz michellewilliam zachbraff billcobb joeyk tonycox stephenr.hart abigailspenc samraimi oscar diggs, a small-tim circu illusionist and con-artist, is whisk from kansa to the land of oz where the inhabit assum he' the great wizard of prophecy, there to save oz from the clutch of evil. oz:thegreatandpow in oz, noth is what it seem"
38,102382,The Amazing Spider-Man 2,"action adventur fantasi obsess marvelcom sequel basedoncomicbook electrocut medicalexperi electr superpow andrewgarfield emmaston jamiefoxx danedehaan campbellscott embethdavidtz colmfeor paulgiamatti sallyfield maxcharl marcwebb for peter parker, life is busy. between take out the bad guy as spider-man and spend time with the person he loves, gwen stacy, high school graduat cannot come quickli enough. peter ha not forgotten about the promis he made to gwen’ father to protect her by stay away, but that is a promis he cannot keep. thing will chang for peter when a new villain, electro, emerges, an old friend, harri osborn, returns, and peter uncov new clue about hi past. theamazingspider-man2 no more secrets."
39,20526,TRON: Legacy,"adventur action sciencefict artificialintellig secretident computerprogram dystopia comput decept duel motorcycl neonlight autocraci garretthedlund jeffbridg oliviawild bruceboxleitn yayadacosta serindaswan beaugarrett elizabethmathi jamesfrain amyesterl josephkosinski sam flynn, the tech-savvi and dare son of kevin flynn, investig hi father' disappear and is pull into the grid. with the help of a mysteri program name quorra, sam quest to stop evil dictat clu from cross into the real world. tron:legaci the game ha changed."
40,49013,Cars 2,anim famili adventur comedi carrac sequel comedi anthropomorph bestfriend duringcreditssting owenwilson larrythecableguy michaelcain emilymortim johnturturro eddieizzard thomaskretschmann joemantegna peterjacobson brucecampbel johnlasset star race car lightn mcqueen and hi pal mater head oversea to compet in the world grand prix race. but the road to the championship becom rocki as mater get caught up in an intrigu adventur of hi own: intern espionage. cars2 ka-ciao!
41,44912,Green Lantern,"adventur action thriller sciencefict dccomic transform superhero alien alieninfect magicalobject protector superpow origin 3d ryanreynold blakel petersarsgaard timrobbin markstrong temueramorrison jennacraig jontenney mikedoyl nickjandl martincampbel for centuries, a small but power forc of warrior call the green lantern corp ha sworn to keep intergalact order. each green lantern wear a ring that grant him superpowers. but when a new enemi call parallax threaten to destroy the balanc of power in the universe, their fate and the fate of earth lie in the hand of the first human ever recruited. greenlantern in our darkest hour, there will be light."
42,10193,Toy Story 3,"anim famili comedi hostag colleg toy barbi anim escap daycar teddybear duringcreditssting toycomestolif personif inanimateobjectscomingtolif toystori tomhank timallen nedbeatti joancusack michaelkeaton whoopigoldberg bonniehunt wallaceshawn johnratzenberg donrickl leeunkrich woody, buzz, and the rest of andy' toy haven't been play with in years. with andi about to go to college, the gang find themselv accident left at a nefari day care center. the toy must band togeth to escap and return home to andy. toystory3 no toy get left behind."
43,534,Terminator Salvation,"action sciencefict thriller savingtheworld artificialintellig propheci sanfrancisco cyborg killerrobot gasstat post-apocalypt dystopia armi firearm wartim losangel christianbal samworthington antonyelchin moonbloodgood brycedallashoward helenabonhamcart common rolandkicking michaelironsid janealexand mcg all grown up in post-apocalypt 2018, john connor must lead the resist of human against the increasingli domin militarist robots. but when marcu wright appears, hi exist confus the mission as connor tri to determin whether wright ha come from the futur or the past -- and whether he' friend or foe. terminatorsalv the end begins."
44,168259,Furious 7,action carrac speed reveng suspens car race musclecar vindiesel paulwalk dwaynejohnson michellerodriguez tyresegibson ludacri jordanabrewst djimonhouns tonyjaa rondarousey jameswan deckard shaw seek reveng against domin toretto and hi famili for hi comatos brother. furious7 vengeanc hit home
45,72190,World War Z,"action drama horror sciencefict thriller dystopia apocalyps zombi nuclearweapon multipleperspect zombieapocalyps bradpitt mireilleeno abigailhargrov sterlingjerin jamesbadgedal elyesgabel davidandrew daniellakertesz ludiboeken fanamokoena marcforst life for former unit nation investig gerri lane and hi famili seem content. suddenly, the world is plagu by a mysteri infect turn whole human popul into rampag mindless zombies. after bare escap the chaos, lane is persuad to go on a mission to investig thi disease. what follow is a peril trek around the world where lane must brave horrif danger and long odd to find answer befor human civil falls. worldwarz rememb philly!"
46,127585,X-Men: Days of Future Past,"action adventur fantasi sciencefict 1970 mutant timetravel marvelcom basedoncomicbook superhuman storm beast aftercreditssting changingthepastorfutur hughjackman jamesmcavoy michaelfassbend jenniferlawr halleberri annapaquin ellenpag peterdinklag ianmckellen patrickstewart bryansing the ultim x-men ensembl fight a war for the surviv of the speci across two time period as they join forc with their younger selv in an epic battl that must chang the past – to save our future. x-men:daysoffuturepast to save the future, they must alter the past"
48,81005,Jack the Giant Slayer,"action famili fantasi basedonfairytal giant nicholashoult eleanortomlinson ewanmcgregor stanleytucci ianmcshan eddiemarsan ewenbremn warwickdavi billnighi ralphbrown bryansing the stori of an ancient war that is reignit when a young farmhand unwittingli open a gateway between our world and a fearsom race of giants. unleash on the earth for the first time in centuries, the giant strive to reclaim the land they onc lost, forc the young man, jack into the battl of hi life to stop them. fight for a kingdom, it people, and the love of a brave princess, he come face to face with the unstopp warrior he thought onli exist in legend–and get the chanc to becom a legend himself. jackthegiantslay prepar for a giant adventur"
50,9543,Prince of Persia: The Sands of Time,"adventur fantasi action romanc persia sandstorm brotheragainstbroth armageddon regent basedonvideogam jakegyllenha gemmaarterton benkingsley alfredmolina stevetoussaint tobykebbel richardcoyl ronaldpickup reeceritchi gísliörngarðarsson mikenewel a rogu princ reluctantli join forc with a mysteri princess and together, they race against dark forc to safeguard an ancient dagger capabl of releas the sand of time – gift from the god that can revers time and allow it possessor to rule the world. princeofpersia:thesandsoftim defi the futur"
51,68726,Pacific Rim,"action sciencefict adventur dystopia giantrobot giantmonst apocalyps imax duringcreditssting 3d idriselba charliehunnam charlieday ronperlman burngorman rinkokikuchi maxmartini robertmaillet robertkazinski larryjoecampbel guillermodeltoro when legion of monstrou creatures, known as kaiju, start rise from the sea, a war began that would take million of live and consum humanity' resourc for year on end. to combat the giant kaiju, a special type of weapon wa devised: massiv robots, call jaegers, which are control simultan by two pilot whose mind are lock in a neural bridge. but even the jaeger are prove nearli defenseless in the face of the relentless kaiju. on the verg of defeat, the forc defend mankind have no choic but to turn to two unlik heroes—a washed-up former pilot (charli hunnam) and an untest traine (rinko kikuchi)—who are team to drive a legendari but seemingli obsolet jaeger from the past. together, they stand as mankind' last hope against the mount apocalypse. pacificrim to fight monsters, we creat monster"
52,38356,Transformers: Dark of the Moon,"action sciencefict adventur moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting shialabeouf johnmalkovich kenjeong francesmcdormand joshduhamel tyresegibson hugoweav leonardnimoy johnturturro rosiehuntington-whiteley michaelbay sam witwicki take hi first tenuou step into adulthood while remain a reluct human alli of autobot-lead optimu prime. the film center around the space race between the ussr and the usa, suggest there wa a hidden transform role in it all that remain one of the planet' most danger secrets. transformers:darkofthemoon the invas we alway feared. an enemi we never expected."
53,217,Indiana Jones and the Kingdom of the Crystal Skull,"adventur action savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeology  harrisonford cateblanchett shialabeouf raywinston karenallen johnhurt jimbroadb andrewdivoff igorjijikin pavellychnikoff stevenspielberg set dure the cold war, the soviet – led by sword-wield irina spalko – are in search of a crystal skull which ha supernatur power relat to a mystic lost citi of gold. after be captur and then escap from them, indi is coerc to head to peru at the behest of a young man whose friend – and indy' colleagu – professor oxley ha been captur for hi knowledg of the skull' whereabouts. indianajonesandthekingdomofthecrystalskul the adventur continu . . ."
54,105864,The Good Dinosaur,adventur anim famili tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey raymondochoa jackbright jeffreywright francesmcdormand maleahnipay-padilla ryanteepl jackmcgraw marcusscribn petersohn stevezahn petersohn an epic journey into the world of dinosaur where an apatosauru name arlo make an unlik human friend. thegooddinosaur littl arm with big attitud
55,62177,Brave,"anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d kellymacdonald juliewalt billyconnolli emmathompson kevinmckidd craigferguson robbiecoltran peigibark stevencre stevepurcel brendachapman brave is set in the mystic scottish highlands, where mérida is the princess of a kingdom rule by king fergu and queen elinor. an unruli daughter and an accomplish archer, mérida one day defi a sacr custom of the land and inadvert bring turmoil to the kingdom. in an attempt to set thing right, mérida seek out an eccentr old wise woman and is grant an ill-fat wish. also figur into mérida’ quest — and serv as comic relief — are the kingdom’ three lords: the enorm lord macguffin, the surli lord macintosh, and the disagre lord dingwall. brave chang your fate."
57,10681,WALL·E,"anim famili romanticcomedi benburtt elissaknight jeffgarlin fredwillard johnratzenberg kathynajimi teresaganzel larainenewman macintalk teddynewton andrewstanton wall· is the last robot left on an earth that ha been overrun with garbag and all human have fled to outer space. for 700 year he ha continu to tri and clean up the mess, but ha develop some rather interest human-lik qualities. when a ship arriv with a sleek new type of robot, wall· think he' final found a friend and stow away on the ship when it leaves. wall· an adventur beyond the ordinar-e."
59,14161,2012,"action adventur sciencefict civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor thandienewton oliverplatt tommccarthi woodyharrelson dannyglov liamjam morganlili rolandemmerich dr. adrian helmsley, part of a worldwid geophys team investig the effect on the earth of radiat from unpreced solar storms, learn that the earth' core is heat up. he warn u.s. presid thoma wilson that the crust of the earth is becom unstabl and that without proper prepar for save a fraction of the world' population, the entir race is doomed. meanwhile, writer jackson curti stumbl on the same information. while the world' leader race to build ""arks"" to escap the impend cataclysm, curti struggl to find a way to save hi family. meanwhile, volcan erupt and earthquak of unpreced strength wreak havoc around the world. 2012 we were warned."
60,17979,A Christmas Carol,"anim drama holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma garyoldman jimcarrey stevevalentin darylsabara sageryan ambergaineymead ryanochoa bobbipag ronbottitta sammihanratti robertzemecki miser ebenez scroog is awaken on christma eve by spirit who reveal to him hi own miser existence, what opportun he wast in hi youth, hi current cruelties, and the dire fate that await him if he doe not chang hi ways. scroog is face with hi own stori of grow bitter and meanness, and must decid what hi own futur will hold: death or redemption. achristmascarol season' greed"
61,76757,Jupiter Ascending,"sciencefict fantasi action adventur jupit space womandirector 3d interspeciesrom milakuni channingtatum seanbean eddieredmayn douglasbooth tuppencemiddleton gugumbatha-raw nikkiamuka-bird christinacol nicholasa.newman lillywachowski in a univers where human genet materi is the most preciou commodity, an impoverish young earth woman becom the key to strateg maneuv and intern strife within a power dynasty… jupiterascend expand your universe."
62,258489,The Legend of Tarzan,"action adventur africa feralchild tarzan jungl animalattack alexanderskarsgård margotrobbi christophwaltz samuell.jackson djimonhouns jimbroadb caspercrump yulemasiteng benchaplin sidneyralitsoel davidy tarzan, have acclim to life in london, is call back to hi former home in the jungl to investig the activ at a mine encampment. thelegendoftarzan human. nature."
64,246655,X-Men: Apocalypse,"sciencefict mutant supernaturalpow marvelcom superhero basedoncomicbook superhuman apocalyps superheroteam worlddomin aftercreditssting 1980 jamesmcavoy michaelfassbend jenniferlawr nicholashoult oscarisaac rosebyrn evanpet joshhelman sophieturn tyesheridan bryansing after the re-emerg of the world' first mutant, world-destroy apocalypse, the x-men must unit to defeat hi extinct level plan. x-men:apocalyps onli the strong will surviv"
